,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,neighborhood
17,ug_QHgsMXDO16_lSs6ywRQ,pacific-cafe-hong-kong-kitchen-seattle-2,Pacific Cafe Hong Kong Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/E5-aCFzDZgcgPY1Apd4F7g/o.jpg,False,https://www.yelp.com/biz/pacific-cafe-hong-kong-kitchen-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,263.0,"[{'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}]",4.0,"{'latitude': 47.59865, 'longitude': -122.32749}","['pickup', 'delivery']",$,"{'address1': '416 5th Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['416 5th Ave S', 'Seattle, WA 98104']}",+12066820908,(206) 682-0908,186.87139255853873,Chinatown/International District
18,8VsMux4zWPv48V1xbihszA,fortune-garden-seattle,Fortune Garden,https://s3-media2.fl.yelpcdn.com/bphoto/MIqRHx26wR-G2Djws9Xthw/o.jpg,False,https://www.yelp.com/biz/fortune-garden-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,147.0,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",4.0,"{'latitude': 47.598489, 'longitude': -122.324868}","['pickup', 'delivery']",$$,"{'address1': '424 Maynard Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['424 Maynard Ave S', 'Seattle, WA 98104']}",+12065218933,(206) 521-8933,50.02178816557401,Chinatown/International District
19,KqtOj1rpjcucDFBC9UZM9w,honey-court-seafood-restaurant-seattle-2,Honey Court Seafood Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/EMZQYd26Y-iIN4pZqefG2A/o.jpg,False,https://www.yelp.com/biz/honey-court-seafood-restaurant-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,588.0,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",3.5,"{'latitude': 47.5978, 'longitude': -122.32484}",['delivery'],$$,"{'address1': '516 Maynard Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['516 Maynard Ave S', 'Seattle, WA 98104']}",+12062928828,(206) 292-8828,40.702450315033836,Chinatown/International District
20,M5gjalaqrlkVm55RHqiaaA,maneki-seattle,Maneki,https://s3-media3.fl.yelpcdn.com/bphoto/kAdVD_UCfRZdtA4hcKImXQ/o.jpg,False,https://www.yelp.com/biz/maneki-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1164.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 47.59974, 'longitude': -122.32614}",['delivery'],$$,"{'address1': '304 6th Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['304 6th Ave S', 'Seattle, WA 98104']}",+12066222631,(206) 622-2631,195.31817318826256,Chinatown/International District
21,sJTufuZUdGhhgx-w2388Tg,canton-wonton-house-seattle,Canton Wonton House,https://s3-media1.fl.yelpcdn.com/bphoto/RKlkJz-QyOLcjVY4AsSgLw/o.jpg,False,https://www.yelp.com/biz/canton-wonton-house-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,299.0,"[{'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 47.59766, 'longitude': -122.32591}",['pickup'],$,"{'address1': '608 S Weller St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['608 S Weller St', 'Seattle, WA 98104']}",+12066825080,(206) 682-5080,72.67190792074788,Chinatown/International District
22,el6YmQ5Y4ispZQvqm-bz6w,homestyle-dim-sum-seattle-2,Homestyle Dim Sum,https://s3-media3.fl.yelpcdn.com/bphoto/BUZ6niuGT2JlLy_2TIYDmQ/o.jpg,False,https://www.yelp.com/biz/homestyle-dim-sum-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,29.0,"[{'alias': 'dimsum', 'title': 'Dim Sum'}]",3.5,"{'latitude': 47.5976300583, 'longitude': -122.324270122}","['pickup', 'delivery']",,"{'address1': '664 S Weller St', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['664 S Weller St', 'Seattle, WA 98104']}",+12063406122,(206) 340-6122,81.21087383860241,Chinatown/International District
23,HxZlj0Jl1H0aPZGSjjLQPQ,gopoké-seattle-5,goPoké,https://s3-media1.fl.yelpcdn.com/bphoto/lK3-6tRA0Arvp910kAXE1w/o.jpg,False,https://www.yelp.com/biz/gopok%C3%A9-seattle-5?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,690.0,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,"{'latitude': 47.5982, 'longitude': -122.32528}","['pickup', 'delivery']",$$,"{'address1': '625 S King St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['625 S King St', 'Seattle, WA 98104']}",+12067999560,(206) 799-9560,21.822797776624892,Chinatown/International District
24,ZuVJF02rxWZ12UBe591I0g,crawfish-king-seattle-2,Crawfish King,https://s3-media4.fl.yelpcdn.com/bphoto/y6pzO16uHiaVVA-TkpZMWg/o.jpg,False,https://www.yelp.com/biz/crawfish-king-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,542.0,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 47.5964909662177, 'longitude': -122.322671628896}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '725 S Lane St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['725 S Lane St', 'Seattle, WA 98104']}",+12066233622,(206) 623-3622,254.9038540517852,Chinatown/International District
25,Y-OgQKqreMaajTUCPbLPKg,tsukushinbo-seattle,Tsukushinbo,https://s3-media3.fl.yelpcdn.com/bphoto/r6mFftGhUVvZjSu67PwSVg/o.jpg,False,https://www.yelp.com/biz/tsukushinbo-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,893.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 47.59985, 'longitude': -122.32681}",['delivery'],$$,"{'address1': '515 S Main St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['515 S Main St', 'Seattle, WA 98104']}",+12064674004,(206) 467-4004,233.7233795767058,Chinatown/International District
26,DEf0_uxeu61J158SgxpGJQ,purple-dot-cafe-seattle-2,Purple Dot Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/VHAIuyd8eIkHto0blHl9uw/o.jpg,False,https://www.yelp.com/biz/purple-dot-cafe-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,659.0,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}]",3.0,"{'latitude': 47.59785, 'longitude': -122.32544}","['pickup', 'delivery']",$$,"{'address1': '515 Maynard Ave S', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['515 Maynard Ave S', 'Seattle, WA 98104']}",+12066220288,(206) 622-0288,36.15879614774646,Chinatown/International District
27,YiqbI1zr5dd8qTVw6GMzAA,ton-kiang-barbeque-noodle-house-seattle,Ton Kiang Barbeque Noodle House,https://s3-media4.fl.yelpcdn.com/bphoto/DQcbSuVEvzrPOF6wN6Q0XA/o.jpg,False,https://www.yelp.com/biz/ton-kiang-barbeque-noodle-house-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,127.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 47.59763, 'longitude': -122.32415}",['delivery'],$,"{'address1': '668 S Weller St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['668 S Weller St', 'Seattle, WA 98104']}",+12066223388,(206) 622-3388,83.27597420075371,Chinatown/International District
28,SLbSa_D8zNTV2sqXgqpF0w,h-bistro-seattle-5,H Bistro,https://s3-media3.fl.yelpcdn.com/bphoto/d-QOcT0JWO-SbrBL1iEybA/o.jpg,False,https://www.yelp.com/biz/h-bistro-seattle-5?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,78.0,"[{'alias': 'cantonese', 'title': 'Cantonese'}]",4.0,"{'latitude': 47.597758, 'longitude': -122.326034}",['delivery'],$$,"{'address1': '606 S Weller St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['606 S Weller St', 'Seattle, WA 98104']}",+12063829888,(206) 382-9888,76.29311305951069,Chinatown/International District
29,IG3coLN6LzPGp4EKOLCxDA,hood-famous-café-bar-seattle-2,Hood Famous Café + Bar,https://s3-media1.fl.yelpcdn.com/bphoto/-iXR98W-4mXcoNUdMfvK2A/o.jpg,False,https://www.yelp.com/biz/hood-famous-caf%C3%A9-bar-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,172.0,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'filipino', 'title': 'Filipino'}]",4.5,"{'latitude': 47.5982, 'longitude': -122.3274659}",['delivery'],$$,"{'address1': '504 5th Ave S', 'address2': 'Ste 107A', 'address3': None, 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['504 5th Ave S', 'Ste 107A', 'Seattle, WA 98104']}",+12064857049,(206) 485-7049,175.77488430066802,Chinatown/International District
30,vJ6Dpf2f_3NVWunqRFINpQ,little-sheep-mongolian-hot-pot-seattle-2,Little Sheep Mongolian Hot Pot,https://s3-media3.fl.yelpcdn.com/bphoto/-T2bfz6FL7MHDhCdgCEH6Q/o.jpg,False,https://www.yelp.com/biz/little-sheep-mongolian-hot-pot-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,574.0,"[{'alias': 'mongolian', 'title': 'Mongolian'}, {'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 47.5973282, 'longitude': -122.3259735}",['delivery'],$$,"{'address1': '609 S Weller St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['609 S Weller St', 'Seattle, WA 98104']}",+12066236700,(206) 623-6700,105.12499536426434,Chinatown/International District
31,pP5_BKZGvUjKglNIMfIGKg,luosifen-seattle,LuoSiFen,https://s3-media3.fl.yelpcdn.com/bphoto/LTUi8ob5C0kLiJ3Z4Kn98g/o.jpg,False,https://www.yelp.com/biz/luosifen-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,37.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 47.598595, 'longitude': -122.32716833}",['delivery'],,"{'address1': '514 S King St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['514 S King St', 'Seattle, WA 98104']}",+12064857189,(206) 485-7189,154.12421836072932,Chinatown/International District
32,dZm20KPXeTLPacw_oBlJSw,dim-sum-king-seattle,Dim Sum King,https://s3-media1.fl.yelpcdn.com/bphoto/hk_xoRQed8V3gYouuav08g/o.jpg,False,https://www.yelp.com/biz/dim-sum-king-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,385.0,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",3.5,"{'latitude': 47.59895, 'longitude': -122.3256}",['delivery'],$,"{'address1': '617 S Jackson St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['617 S Jackson St', 'Seattle, WA 98104']}",+12066822823,(206) 682-2823,108.24010290339325,Chinatown/International District
33,ciV8H5iXZyx9S4JDfdSqhg,pho-ba-seattle-4,Pho Ba,https://s3-media1.fl.yelpcdn.com/bphoto/ned7GvDzB7Y3TyKWW4qsYg/o.jpg,False,https://www.yelp.com/biz/pho-ba-seattle-4?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,421.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 47.598683, 'longitude': -122.323712}",['delivery'],$$,"{'address1': '415 7th Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['415 7th Ave S', 'Seattle, WA 98104']}",+12066210532,(206) 621-0532,125.93394401179035,Chinatown/International District
34,DVlU1WX5QAM8dnJaJz8VCw,musashis-seattle-3,Musashi's,https://s3-media3.fl.yelpcdn.com/bphoto/2DfrsSAAbT4mkjfyQwylOw/o.jpg,False,https://www.yelp.com/biz/musashis-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,279.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"{'latitude': 47.59846, 'longitude': -122.32712}","['pickup', 'delivery']",$$,"{'address1': '512 S King St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['512 S King St', 'Seattle, WA 98104']}",+12068290277,(206) 829-0277,157.09382421864,Chinatown/International District
35,yB26NqC7_l-3_lx0drvS5A,congeez-seattle,Congeez,https://s3-media2.fl.yelpcdn.com/bphoto/m13U8KcvR7U70UKMwzzTiw/o.jpg,False,https://www.yelp.com/biz/congeez-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,105.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 47.5973, 'longitude': -122.32751}",['delivery'],$,"{'address1': '604 5th Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['604 5th Ave S', 'Seattle, WA 98104']}",+12065566498,(206) 556-6498,195.71898218496526,Chinatown/International District
36,H5OEa-HJkCmi0V1S4cyr_Q,ho-ho-seafood-restaurant-seattle,Ho Ho Seafood Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/OYSzzPtAQrL6d9hoQnRYHg/o.jpg,False,https://www.yelp.com/biz/ho-ho-seafood-restaurant-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,296.0,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",3.5,"{'latitude': 47.59736, 'longitude': -122.32484}",['delivery'],$$,"{'address1': '653 S Weller St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['653 S Weller St', 'Seattle, WA 98104']}",+12063829671,(206) 382-9671,97.96641360059303,Chinatown/International District
37,v2qc6PA2x8OkySKtMTx10g,dynasty-room-seattle-5,Dynasty Room,https://s3-media2.fl.yelpcdn.com/bphoto/lC5PoIVGBp-cxeh9iB8Zow/o.jpg,False,https://www.yelp.com/biz/dynasty-room-seattle-5?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,63.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 47.59863, 'longitude': -122.32298}",[],$,"{'address1': '714 S King St', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['714 S King St', 'Seattle, WA 98104']}",+12066820297,(206) 682-0297,175.41620266330713,Chinatown/International District
38,CyU2fPbWeeZ90oXEbRWvyQ,seoul-tofu-house-seattle,Seoul Tofu House,https://s3-media4.fl.yelpcdn.com/bphoto/HeRPBaaGjJnt_7CCDDQIFg/o.jpg,False,https://www.yelp.com/biz/seoul-tofu-house-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,176.0,"[{'alias': 'korean', 'title': 'Korean'}]",3.0,"{'latitude': 47.597849770491, 'longitude': -122.326200747222}",['delivery'],$$,"{'address1': '516 6th Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['516 6th Ave S', 'Seattle, WA 98104']}",+12066822152,(206) 682-2152,84.17364851997009,Chinatown/International District
39,JWvtc-JiVro2Aa6j-7QKnw,pings-dumpling-house-seattle-2,Ping's Dumpling House,https://s3-media2.fl.yelpcdn.com/bphoto/rfHqMAgMG0EfG1jBXSChSg/o.jpg,False,https://www.yelp.com/biz/pings-dumpling-house-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,484.0,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,"{'latitude': 47.5985129234165, 'longitude': -122.327318787575}",['delivery'],$,"{'address1': '508 S King St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['508 S King St', 'Seattle, WA 98104']}",+12066236764,(206) 623-6764,171.261824061307,Chinatown/International District
40,yZanaa4fBSmyZiq5CxHkGQ,fort-st-george-seattle,Fort St. George,https://s3-media2.fl.yelpcdn.com/bphoto/6e5GJQt6GWohClDf8g0YXA/o.jpg,False,https://www.yelp.com/biz/fort-st-george-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,385.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,"{'latitude': 47.59819, 'longitude': -122.32598}","['pickup', 'delivery']",$$,"{'address1': '601 S King St', 'address2': 'Ste 202', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['601 S King St', 'Ste 202', 'Seattle, WA 98104']}",+12063820662,(206) 382-0662,70.30644844732056,Chinatown/International District
41,rKZ3yW2t-y8x2bM4TAGksg,663-bistro-seattle,663 Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/-lwsSRYklLIkDrGskgtC-w/o.jpg,False,https://www.yelp.com/biz/663-bistro-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,349.0,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.0,"{'latitude': 47.59737, 'longitude': -122.32449}",['pickup'],$,"{'address1': '663 S Weller St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['663 S Weller St', 'Seattle, WA 98104']}",+12066678760,(206) 667-8760,93.20231948629674,Chinatown/International District
42,8CKBhUH479Ya4ZjVdwK0QQ,henrys-taiwan-plus-seattle,Henry's Taiwan Plus,https://s3-media2.fl.yelpcdn.com/bphoto/OQkkj7-A5Sb0yAfRM6tanw/o.jpg,False,https://www.yelp.com/biz/henrys-taiwan-plus-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,149.0,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]",3.5,"{'latitude': 47.59849, 'longitude': -122.32669}","['pickup', 'delivery']",$$,"{'address1': '522 S King St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['522 S King St', 'Seattle, WA 98104']}",+12066820389,(206) 682-0389,130.20559719837215,Chinatown/International District
43,yOxfcvvm-IgxjQpjXN6qmg,pho-hoa-noodle-soup-seattle-2,Pho Hoa Noodle Soup,https://s3-media1.fl.yelpcdn.com/bphoto/BnlWbjRt3Na3B79ebbEAEw/o.jpg,False,https://www.yelp.com/biz/pho-hoa-noodle-soup-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,175.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,"{'latitude': 47.5976601, 'longitude': -122.3254776}",[],$$,"{'address1': '618 S Weller St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['618 S Weller St', 'Seattle, WA 98104']}",+12066247189,(206) 624-7189,55.876720496873915,Chinatown/International District
44,JMD4_XypuSKvsI1bfIko9w,samurai-noodle-seattle,Samurai Noodle,https://s3-media4.fl.yelpcdn.com/bphoto/94KG0bEinI5iWNp-yMr-mg/o.jpg,False,https://www.yelp.com/biz/samurai-noodle-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,818.0,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,"{'latitude': 47.59726, 'longitude': -122.3275}","['pickup', 'delivery']",$,"{'address1': '606 5th Ave S', 'address2': '', 'address3': 'Uwajimaya Village Apartments', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['606 5th Ave S', 'Uwajimaya Village Apartments', 'Seattle, WA 98104']}",+12066249321,(206) 624-9321,213.80079259751625,Chinatown/International District
45,XeT3JaiYfd2bSYZPVyrI9A,kings-barbeque-house-seattle-2,King's Barbeque House,https://s3-media3.fl.yelpcdn.com/bphoto/qwmGs0UrMpTU4OfI3NsLMw/o.jpg,False,https://www.yelp.com/biz/kings-barbeque-house-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,52.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bbq', 'title': 'Barbeque'}]",3.5,"{'latitude': 47.59779, 'longitude': -122.32601}",['delivery'],$,"{'address1': '518 6th Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['518 6th Ave S', 'Seattle, WA 98104']}",+12066222828,(206) 622-2828,78.02195605178925,Chinatown/International District
46,rFZWv7Ft6PNpzF-aKj_gJQ,aloha-plates-seattle,Aloha Plates,https://s3-media1.fl.yelpcdn.com/bphoto/sJBrdpFn7zqHr3C3oBgq7g/o.jpg,False,https://www.yelp.com/biz/aloha-plates-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,135.0,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'food_court', 'title': 'Food Court'}]",3.5,"{'latitude': 47.59736, 'longitude': -122.32722}","['pickup', 'delivery']",$,"{'address1': '511 S Weller St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['511 S Weller St', 'Seattle, WA 98104']}",+12066249156,(206) 624-9156,176.84834769574653,Chinatown/International District
