,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,neighborhood,latitude,longitude,address1,address2,address3,city,zip_code,state,country
34,aDc1Y6Gr70rIc7iZVlTA6A,san-fernando-roasted-chicken-seattle,San Fernando Roasted Chicken,https://s3-media3.fl.yelpcdn.com/bphoto/K-QHIR5uaT-7j91L2sPS1A/o.jpg,False,https://www.yelp.com/biz/san-fernando-roasted-chicken-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,310.0,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.0,['pickup'],$$,+12063313763,(206) 331-3763,1570.632026753058,Central District,47.59401,-122.30967,900 Rainier Ave S,,,Seattle,98144,WA,US
35,eHM1er15ptmC6Q21-9ZteA,central-cafe-and-juice-bar-seattle,Central Cafe & Juice Bar,https://s3-media2.fl.yelpcdn.com/bphoto/41ZaCQYPJh4VCC1OPq502w/o.jpg,False,https://www.yelp.com/biz/central-cafe-and-juice-bar-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,6.0,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'cafes', 'title': 'Cafes'}]",5.0,[],,,,196.27229090164727,Central District,47.60782,-122.29946,2509 E Cherry St,,,Seattle,98122,WA,US
36,OXkT4ZYdVhbIOQOKpkU3PQ,iconiq-seattle,iconiq,https://s3-media1.fl.yelpcdn.com/bphoto/ERrPkWfY2Fd66eXTXcN-uw/o.jpg,False,https://www.yelp.com/biz/iconiq-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,90.0,"[{'alias': 'french', 'title': 'French'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,['delivery'],$$$,+12065687715,(206) 568-7715,1884.6949068846295,Central District,47.58966,-122.29267,1421 31st Ave S,,,Seattle,98144,WA,US
37,iEKfq5td_rawmJit6-a5ng,heyday-seattle-4,Heyday,https://s3-media4.fl.yelpcdn.com/bphoto/SBy0sYp3LyHybkik_CQa7w/o.jpg,False,https://www.yelp.com/biz/heyday-seattle-4?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,231.0,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,+12068299816,(206) 829-9816,1809.8698271392439,Central District,47.59054,-122.29219,1372 31st Ave S,,,Seattle,98144,WA,US
38,nMTtz2JJ8I_55IHBD9M3qg,mystery-bay-coastal-cuisine-seattle,Mystery Bay Coastal Cuisine,https://s3-media4.fl.yelpcdn.com/bphoto/zDvYTCshxRgPHwxn1ObbEQ/o.jpg,False,https://www.yelp.com/biz/mystery-bay-coastal-cuisine-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,9.0,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,[],,+13607742281,(360) 774-2281,351.8747182681343,Central District,47.6140594482422,-122.319480895996,,,,Seattle,98122,WA,US
39,0fKtiyOeioQZg4Q37yyIEg,el-costeño-seattle,El Costeño,https://s3-media3.fl.yelpcdn.com/bphoto/QyfEeJr5ZaUhqNh5uT831Q/o.jpg,False,https://www.yelp.com/biz/el-coste%C3%B1o-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,17.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,[],,+12064589656,(206) 458-9656,874.3759891594879,Central District,47.61268,-122.3054,2015 E Union S,,,Seattle,98122,WA,US
40,9AWSNS6an3sJ5QUhP5d1RQ,plum-burgers-seattle,Plum Burgers,https://s3-media1.fl.yelpcdn.com/bphoto/cUq-wBQzLzGZRR-zl4Bojw/o.jpg,False,https://www.yelp.com/biz/plum-burgers-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,42.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'vegan', 'title': 'Vegan'}]",3.5,[],$$,+12063052657,(206) 305-2657,351.8747182681343,Central District,47.6087583,-122.2964235,1429 12th Ave,,,Seattle,98122,WA,US
41,P9NgAzrjkUyUnsVQLQ7PGA,cheeky-cafe-seattle,Cheeky Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/k4P8e4Gjf_6c6F0fp1jj_g/o.jpg,False,https://www.yelp.com/biz/cheeky-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,356.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['pickup', 'delivery']",$$,+12063229895,(206) 322-9895,1116.6821419870666,Central District,47.5994529724121,-122.309623718262,1700 S Jackson St,,,Seattle,98144,WA,US
42,ASTqFXe5wZc_rCjQkED1tQ,kings-deli-seattle-2,King's Deli,https://s3-media2.fl.yelpcdn.com/bphoto/8OZlOpBbQpsdVudF3NJKXg/o.jpg,False,https://www.yelp.com/biz/kings-deli-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,2.0,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",4.0,['delivery'],$,+12063230332,(206) 323-0332,326.2335482336032,Central District,47.6081771850586,-122.295875549316,2800 E Cherry St,,,Seattle,98122,WA,US
43,zV3tTEWnDrWWT07baEyi-Q,queen-bee-cafe-seattle,Queen Bee Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/YNS5IhZ-E59s0PSdUtzgOQ/o.jpg,False,https://www.yelp.com/biz/queen-bee-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,389.0,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,['delivery'],$,+12067576314,(206) 757-6314,1445.4231663713567,Central District,47.6187617134567,-122.303428728242,2200 E Madison St,Ste B,,Seattle,98112,WA,US
44,BucoB9UtVg4hVWocoBZmRg,madrona-arms-seattle,Madrona Arms,https://s3-media2.fl.yelpcdn.com/bphoto/fpnLItmeW0F7yhV0nkzeKg/o.jpg,False,https://www.yelp.com/biz/madrona-arms-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,89.0,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'irish', 'title': 'Irish'}]",3.5,['delivery'],$$,+12067395104,(206) 739-5104,1047.3585503382503,Central District,47.61275,-122.28913,1138 34th Ave,,,Seattle,98122,WA,US
45,i9DLpS-vVmFF1MKB2exHlg,taqueria-la-original-seattle,Taqueria La Original,https://s3-media1.fl.yelpcdn.com/bphoto/BVlY_SclQrKGwxfe6ryQWQ/o.jpg,False,https://www.yelp.com/biz/taqueria-la-original-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,24.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$,+12069195816,(206) 919-5816,792.3519583658781,Central District,47.5990245,-122.3001034,2425 S Jackson St,,,Seattle,98144,WA,US
46,86zB6G8EjBfm6UM4hRq4TA,azuki-handmade-japanese-udon-noodles-seattle,Azuki Handmade Japanese Udon Noodles,https://s3-media2.fl.yelpcdn.com/bphoto/6cGGd9HXz6T6_Lh4RFAzIg/o.jpg,False,https://www.yelp.com/biz/azuki-handmade-japanese-udon-noodles-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'noodles', 'title': 'Noodles'}]",5.0,[],,,,1873.7014801604112,Central District,47.6229001536734,-122.296861885308,2711 E Madison St,,,Seattle,98112,WA,US
47,CK-4KJbBHxDTsJ6oz9UF8w,northwest-tofu-seattle-2,Northwest Tofu,https://s3-media2.fl.yelpcdn.com/bphoto/aqfkTJ__GDgbY9F--6P0Cw/o.jpg,False,https://www.yelp.com/biz/northwest-tofu-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,228.0,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}]",3.5,[],$$,+12063288320,(206) 328-8320,993.9522787836698,Central District,47.59913,-122.30698,1913 S Jackson St,,,Seattle,98144,WA,US
48,bNQsx_TJF_8Eo_Sx8dRFUA,naam-thai-cuisine-seattle,Naam Thai Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/Hyt-J2GG_KmKVbQW9EtTig/o.jpg,False,https://www.yelp.com/biz/naam-thai-cuisine-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,148.0,"[{'alias': 'thai', 'title': 'Thai'}]",3.5,['delivery'],$$,+12065686226,(206) 568-6226,1073.9122036589808,Central District,47.61309,-122.28913,1404 34th Ave,,,Seattle,98122,WA,US
49,rnua8Y6yJaNtfbd8LN3kNw,tigerly-ox-east-madison-seattle,Tigerly Ox - East Madison,https://s3-media2.fl.yelpcdn.com/bphoto/d-1g70ZwX9GCw-vKq4ASQw/o.jpg,False,https://www.yelp.com/biz/tigerly-ox-east-madison-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,69.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"['pickup', 'delivery']",$,+12063252255,(206) 325-2255,1375.4004894980167,Central District,47.6182299,-122.30372,2207 E Madison St,,,Seattle,98112,WA,US
0,JWtrqqPxfmc3g0NPoBJV3w,sizzling-pot-king-seattle-2,Sizzling Pot King,https://s3-media3.fl.yelpcdn.com/bphoto/u6o85PNAJmOhhFD7gVwHPQ/o.jpg,False,https://www.yelp.com/biz/sizzling-pot-king-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,113.0,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,"['pickup', 'delivery', 'restaurant_reservation']",,+12066240314,(206) 624-0314,71.06049230073849,Chinatown/International District,47.5985,-122.32445,660 S King St,,,Seattle,98104,WA,US
1,ySKMvcI3ImApkkMkSjna9A,mikes-noodle-house-seattle,Mike's Noodle House,https://s3-media3.fl.yelpcdn.com/bphoto/OXDzBdLlAK4AyKt4bt6u1Q/o.jpg,False,https://www.yelp.com/biz/mikes-noodle-house-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1104.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,['delivery'],$,+12063897099,(206) 389-7099,65.9958563236159,Chinatown/International District,47.59859,-122.32482,418 Maynard Ave S,,,Seattle,98104,WA,US
2,bzX2yVjfPEOBzBnZeWXQKQ,a-hong-kong-kitchen-seattle,A + Hong Kong Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/RblL425cKW-nZC3MmNh5yA/o.jpg,False,https://www.yelp.com/biz/a-hong-kong-kitchen-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,522.0,"[{'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}]",4.0,"['pickup', 'delivery']",$,+12066821267,(206) 682-1267,118.22499329647174,Chinatown/International District,47.59854,-122.32652,419 6th Ave S,,,Seattle,98104,WA,US
3,OjX2LacSZd_w2Olmx55HJA,harbor-city-restaurant-seattle,Harbor City Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/GaUSvXGfs9yON34kS9QIkw/o.jpg,False,https://www.yelp.com/biz/harbor-city-restaurant-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1599.0,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",4.0,"['pickup', 'delivery']",$$,+12066212228,(206) 621-2228,134.53694749862194,Chinatown/International District,47.59821,-122.32339,707 S King St,,,Seattle,98104,WA,US
4,0GMUVpxMjRrKk7vJO3EC8w,king-noodle-seattle,King Noodle,https://s3-media4.fl.yelpcdn.com/bphoto/ms4wmgjnoHN-ymhA-jmIug/o.jpg,False,https://www.yelp.com/biz/king-noodle-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,577.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,['delivery'],$,+12067489168,(206) 748-9168,41.25955711805731,Chinatown/International District,47.5982,-122.32551,615 S King St,,,Seattle,98104,WA,US
5,0zyWCjmU4q3D2YJzJUULqA,gourmet-noodle-bowl-seattle,Gourmet Noodle Bowl,https://s3-media1.fl.yelpcdn.com/bphoto/w9gf0uNqJwJcrKF8lwG1hg/o.jpg,False,https://www.yelp.com/biz/gourmet-noodle-bowl-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,408.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",4.0,"['pickup', 'delivery', 'restaurant_reservation']",$$,+12062648899,(206) 264-8899,267.770274363033,Chinatown/International District,47.596323,-122.322679,707 8th Ave S,,,Seattle,98104,WA,US
6,_3wrETt6P6f41qZUYCu76w,gan-bei-seattle,Gan Bei,https://s3-media1.fl.yelpcdn.com/bphoto/0ijp5XXVgLZifOsIGGD28Q/o.jpg,False,https://www.yelp.com/biz/gan-bei-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,48.0,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}]",4.0,['delivery'],,+12066250408,(206) 625-0408,86.34682277518073,Chinatown/International District,47.59768,-122.32413,670 S Weller St,,,Seattle,98104,WA,US
7,9hMjWWnGAheTxLh-F-sURg,hong-kong-bistro-seattle,Hong Kong Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/vGb56SnVh7fadncL75gLTg/o.jpg,False,https://www.yelp.com/biz/hong-kong-bistro-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,593.0,"[{'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}]",3.5,['delivery'],$$,+12066821922,(206) 682-1922,6.390397502896101,Chinatown/International District,47.59801,-122.32543,507 Maynard Ave S,Ste 511C,,Seattle,98104,WA,US
8,pt5F2YJEDpTBudYlYbV9bw,chungchun-rice-hot-dog-seattle-2,ChungChun Rice Hot Dog,https://s3-media2.fl.yelpcdn.com/bphoto/aDe5Zi2-KPozAjhlvhf8og/o.jpg,False,https://www.yelp.com/biz/chungchun-rice-hot-dog-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,120.0,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.5,[],$,+12066821300,(206) 682-1300,198.69636811263433,Chinatown/International District,47.5988887658,-122.327488217,502 S King St,,,Seattle,98104,WA,US
9,cDoFLe0IU1uc7CCPpje0oA,chengdu-memory-seattle,Chengdu Memory,https://s3-media3.fl.yelpcdn.com/bphoto/TsNwzez5AD1H1EAfvJTqhQ/o.jpg,False,https://www.yelp.com/biz/chengdu-memory-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,159.0,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'szechuan', 'title': 'Szechuan'}]",4.0,[],,+12066246289,(206) 624-6289,182.57266912104495,Chinatown/International District,47.599369,-122.326621,520 S Jackson St,,,Seattle,98104,WA,US
10,e8UiD4SOyfyv5PIB5i1EvQ,kau-kau-barbeque-seattle,Kau Kau Barbeque,https://s3-media3.fl.yelpcdn.com/bphoto/Zc9ILEIxwPf8PhVG8SuSBQ/o.jpg,False,https://www.yelp.com/biz/kau-kau-barbeque-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1006.0,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",4.0,['delivery'],$$,+12066824006,(206) 682-4006,55.0307906589238,Chinatown/International District,47.59847,-122.32471,656 S King St,,,Seattle,98104,WA,US
11,E3vTve8B2PJhA8Zs2IloDg,boiling-point-seattle,Boiling Point,https://s3-media1.fl.yelpcdn.com/bphoto/SPXxKwGQHO0Yvaui_zWrAQ/o.jpg,False,https://www.yelp.com/biz/boiling-point-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,861.0,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",3.5,['delivery'],$$,+12067378506,(206) 737-8506,231.87263612937738,Chinatown/International District,47.5967306124494,-122.327492896295,610 5th Ave S,,,Seattle,98104,WA,US
12,GFd_8ntaINMcZzm-rZqV2g,momosan-ramen-and-sake-seattle,Momosan Ramen & Sake,https://s3-media2.fl.yelpcdn.com/bphoto/2yFq-pK1fuzZvoeS28tABw/o.jpg,False,https://www.yelp.com/biz/momosan-ramen-and-sake-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,219.0,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",3.5,[],$$,+12065014499,(206) 501-4499,165.1020595349708,Chinatown/International District,47.597618,-122.327224,504 5th Ave S,Ste 119,,Seattle,98104,WA,US
13,M9GBPnJi2Ch7jEsD-j_KTw,ironsteak-seattle,Ironsteak,https://s3-media1.fl.yelpcdn.com/bphoto/f91Uut-cly6UXDpwO1umSQ/o.jpg,False,https://www.yelp.com/biz/ironsteak-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,249.0,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"['pickup', 'delivery']",$$,+12066232541,(206) 623-2541,47.010546554758875,Chinatown/International District,47.59766,-122.32527,628 S Weller St,,,Seattle,98104,WA,US
14,DzLycxXa20wdlYeTcyc5-A,dough-zone-dumpling-house-seattle-2,Dough Zone Dumpling House,https://s3-media2.fl.yelpcdn.com/bphoto/tX5lR5jVME1ERDR7wSgmVQ/o.jpg,False,https://www.yelp.com/biz/dough-zone-dumpling-house-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,947.0,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,['delivery'],$$,+12062859999,(206) 285-9999,178.35500569437252,Chinatown/International District,47.59788,-122.32749,504 5th Ave S,Ste 109,,Seattle,98104,WA,US
15,UUoIThvoh8wRl0ekGaYhYA,tai-tung-chinese-restaurant-seattle,Tai Tung Chinese Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/qjiEgYxvDqSKrgsXjxnUYA/o.jpg,False,https://www.yelp.com/biz/tai-tung-chinese-restaurant-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,297.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"['pickup', 'delivery']",$$,+12066227372,(206) 622-7372,45.882973221668436,Chinatown/International District,47.5982,-122.32469,659 S King St,,The Rex Apartments,Seattle,98104,WA,US
16,GoWeog3TbHM6SL9dL_AnTA,jade-garden-seattle,Jade Garden,https://s3-media3.fl.yelpcdn.com/bphoto/BKnlM9XP1VUjDVBJIS2RxA/o.jpg,False,https://www.yelp.com/biz/jade-garden-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1459.0,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",3.5,['delivery'],$$,+12066228181,(206) 622-8181,129.97466153069436,Chinatown/International District,47.5985020713873,-122.323515415192,424 7th Ave S,,,Seattle,98104,WA,US
17,ug_QHgsMXDO16_lSs6ywRQ,pacific-cafe-hong-kong-kitchen-seattle-2,Pacific Cafe Hong Kong Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/E5-aCFzDZgcgPY1Apd4F7g/o.jpg,False,https://www.yelp.com/biz/pacific-cafe-hong-kong-kitchen-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,263.0,"[{'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}]",4.0,"['pickup', 'delivery']",$,+12066820908,(206) 682-0908,186.87139255853873,Chinatown/International District,47.59865,-122.32749,416 5th Ave S,,,Seattle,98104,WA,US
18,8VsMux4zWPv48V1xbihszA,fortune-garden-seattle,Fortune Garden,https://s3-media2.fl.yelpcdn.com/bphoto/MIqRHx26wR-G2Djws9Xthw/o.jpg,False,https://www.yelp.com/biz/fortune-garden-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,147.0,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",4.0,"['pickup', 'delivery']",$$,+12065218933,(206) 521-8933,50.02178816557401,Chinatown/International District,47.598489,-122.324868,424 Maynard Ave S,,,Seattle,98104,WA,US
19,KqtOj1rpjcucDFBC9UZM9w,honey-court-seafood-restaurant-seattle-2,Honey Court Seafood Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/EMZQYd26Y-iIN4pZqefG2A/o.jpg,False,https://www.yelp.com/biz/honey-court-seafood-restaurant-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,588.0,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",3.5,['delivery'],$$,+12062928828,(206) 292-8828,40.702450315033836,Chinatown/International District,47.5978,-122.32484,516 Maynard Ave S,,,Seattle,98104,WA,US
20,M5gjalaqrlkVm55RHqiaaA,maneki-seattle,Maneki,https://s3-media3.fl.yelpcdn.com/bphoto/kAdVD_UCfRZdtA4hcKImXQ/o.jpg,False,https://www.yelp.com/biz/maneki-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1164.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,['delivery'],$$,+12066222631,(206) 622-2631,195.31817318826256,Chinatown/International District,47.59974,-122.32614,304 6th Ave S,,,Seattle,98104,WA,US
21,sJTufuZUdGhhgx-w2388Tg,canton-wonton-house-seattle,Canton Wonton House,https://s3-media1.fl.yelpcdn.com/bphoto/RKlkJz-QyOLcjVY4AsSgLw/o.jpg,False,https://www.yelp.com/biz/canton-wonton-house-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,299.0,"[{'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,['pickup'],$,+12066825080,(206) 682-5080,72.67190792074788,Chinatown/International District,47.59766,-122.32591,608 S Weller St,,,Seattle,98104,WA,US
