,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,cuisine
26,U7G36EbPNtGNw4m1NM329w,la-vaca-burrito-express-seattle,La Vaca Burrito Express,https://s3-media3.fl.yelpcdn.com/bphoto/eogoM-tfHXYQb6lP8NUVZA/o.jpg,False,https://www.yelp.com/biz/la-vaca-burrito-express-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,89.0,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,"{'latitude': 47.60853, 'longitude': -122.34001}",[],$,"{'address1': '1429 1st Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1429 1st Ave', 'Seattle, WA 98101']}",+12064679262,(206) 467-9262,1905.9012451136114,foodstands
27,QpRkM0ULDg8cb2dYEo4z2g,el-chito-seattle,El Chito,https://s3-media2.fl.yelpcdn.com/bphoto/DLdswY_EdqHBbgKU-fJtdQ/o.jpg,False,https://www.yelp.com/biz/el-chito-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,50.0,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",5.0,"{'latitude': 47.5516325151607, 'longitude': -122.362658150936}",['delivery'],$,"{'address1': '5604 Delridge Way SW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['5604 Delridge Way SW', 'Seattle, WA 98106']}",+14257809681,(425) 780-9681,8453.51485829683,foodstands
28,8vw1bcv2RN-EIWZEDeGHOg,el-camión-seattle-19,El Camión,https://s3-media1.fl.yelpcdn.com/bphoto/7VJs5RH9tVPZ1be_Z8PnAQ/o.jpg,False,https://www.yelp.com/biz/el-cami%C3%B3n-seattle-19?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,13.0,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",3.0,"{'latitude': 47.66604, 'longitude': -122.3814}",[],,"{'address1': '4301 Leary Ave NW', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98107', 'country': 'US', 'state': 'WA', 'display_address': ['4301 Leary Ave NW', 'Seattle, WA 98107']}",+12062971124,(206) 297-1124,5377.929561081343,foodstands
29,bQeBn2adqJC7EcgtcJ395w,kathmandu-momocha-seattle,Kathmandu Momocha,https://s3-media1.fl.yelpcdn.com/bphoto/i2CrODuPM33n0xkmuf70KA/o.jpg,False,https://www.yelp.com/biz/kathmandu-momocha-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,3.0,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",3.5,"{'latitude': 47.6321563720703, 'longitude': -122.346694946289}",[],,"{'address1': '', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98109']}",+12066943651,(206) 694-3651,853.5261628162853,foodstands
30,wCCXhPRZ88tOBUxFTGVJhg,the-hot-dog-stand-by-chop-suey-seattle-2,The Hot Dog Stand by Chop Suey,https://s3-media2.fl.yelpcdn.com/bphoto/K1n9EJtw5s8Hdi5uKOzMtw/o.jpg,False,https://www.yelp.com/biz/the-hot-dog-stand-by-chop-suey-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,11.0,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]",4.0,"{'latitude': 47.6137056082558, 'longitude': -122.314423}",[],$,"{'address1': 'E Madison St & 14th Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['E Madison St & 14th Ave', 'Seattle, WA 98122']}",,,2048.034125066622,foodstands
31,UJqFV30_gZ604EIhCg4oCQ,the-hot-dog-stand-by-hot-mamas-pizza-seattle,The Hot Dog Stand by Hot Mama's Pizza,,False,https://www.yelp.com/biz/the-hot-dog-stand-by-hot-mamas-pizza-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,4.0,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.5,"{'latitude': 47.6152651011944, 'longitude': -122.323554977775}",[],$,"{'address1': '680 1/2 E Pine St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['680 1/2 E Pine St', 'Seattle, WA 98122']}",,,1448.3984922826849,foodstands
32,zVPFJsQtVHKIFx_S8ZNlaQ,los-tres-reyes-seattle,Los Tres Reyes,,False,https://www.yelp.com/biz/los-tres-reyes-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,2.0,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.5,"{'latitude': 47.613135, 'longitude': -122.305002}",[],,"{'address1': '21st Ave & E Union St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['21st Ave & E Union St', 'Seattle, WA 98122']}",,,2663.537863583702,foodstands
33,xzapoFQAMrmKMUks3oUeSw,daves-dirty-dogs-seattle,Dave's Dirty Dogs,https://s3-media3.fl.yelpcdn.com/bphoto/ORgFEgEsjHVRCPlCfyeXcA/o.jpg,False,https://www.yelp.com/biz/daves-dirty-dogs-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",5.0,"{'latitude': 47.60195, 'longitude': -122.33437}",[],,"{'address1': '601 1st Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['601 1st Ave', 'Seattle, WA 98104']}",,,2635.550205676392,foodstands
34,AcILn5kGL1NiXdHPIJ6dbQ,patty-pan-grill-seattle-2,Patty Pan Grill,https://s3-media2.fl.yelpcdn.com/bphoto/TplZJ-U2BAgPClpyWT4SEA/o.jpg,False,https://www.yelp.com/biz/patty-pan-grill-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,17.0,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,"{'latitude': 47.6243515014648, 'longitude': -122.307250976563}",[],$,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98112', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98112']}",+12067821558,(206) 782-1558,3570.8352120242685,foodstands
35,m6Vpr2cXcHUv3mpY2wU0Fg,plaza-roberto-maestas-food-court-seattle-3,Plaza Roberto Maestas Food Court,https://s3-media3.fl.yelpcdn.com/bphoto/uNLEmgYlrbOfIgUaL8EMCg/o.jpg,False,https://www.yelp.com/biz/plaza-roberto-maestas-food-court-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",5.0,"{'latitude': 47.5830383300781, 'longitude': -122.310844421387}",[],$,"{'address1': '1660 S Roberto Maestas Festival St', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98144', 'country': 'US', 'state': 'WA', 'display_address': ['1660 S Roberto Maestas Festival St', 'Seattle, WA 98144']}",+12069574646,(206) 957-4646,5417.215312090229,foodstands
36,ZlXC5mDoWbkLJ3bmfrNloA,tandoozy-seattle,Tandoozy,https://s3-media1.fl.yelpcdn.com/bphoto/E2oV9136mVOn0jBWNT8P7g/o.jpg,False,https://www.yelp.com/biz/tandoozy-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,76.0,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",3.5,"{'latitude': 47.61125, 'longitude': -122.33493}",[],$,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98101']}",+12066019247,(206) 601-9247,1883.3883969473607,foodstands
37,-MwJWgqUO4R9AsqmAEeoqQ,zieglers-bratwurst-haus-seattle,Ziegler's Bratwurst Haus,https://s3-media3.fl.yelpcdn.com/bphoto/ofUMufxH9lv1ps_Toexzug/o.jpg,False,https://www.yelp.com/biz/zieglers-bratwurst-haus-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,2.0,"[{'alias': 'german', 'title': 'German'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",3.5,"{'latitude': 47.6112518310547, 'longitude': -122.334930419922}",[],,"{'address1': '', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98101']}",,,1883.3883969473607,foodstands
38,SUfyfjW9xXPbNtk7ar5Tww,convoy-coffee-seattle,Convoy Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/kAITq6-s-pQDA3XaLTGlww/o.jpg,False,https://www.yelp.com/biz/convoy-coffee-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,29.0,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.5,"{'latitude': 47.6004712, 'longitude': -122.3313242}",[],$$,"{'address1': '220 2nd Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['220 2nd Ave S', 'Seattle, WA 98104']}",,,2791.761620249882,foodstands
39,vxLYkMaDz4TLbXNfjviKtw,outsider-pizza-seattle-2,Outsider Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/Uo-2pubW2BjpE63NYMK3Qg/o.jpg,False,https://www.yelp.com/biz/outsider-pizza-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,6.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",5.0,"{'latitude': 47.579605, 'longitude': -122.311042}",['delivery'],,"{'address1': '1612 S Lander St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98144', 'country': 'US', 'state': 'WA', 'display_address': ['1612 S Lander St', 'Seattle, WA 98144']}",+12066592353,(206) 659-2353,5413.671005897092,foodstands
40,AJE9IQbvnKEkqI4RRkPm7A,pinks-ice-cream-seattle,Pink's Ice Cream,https://s3-media3.fl.yelpcdn.com/bphoto/zQ73A_DSF8Ylplxm8qmjUA/o.jpg,False,https://www.yelp.com/biz/pinks-ice-cream-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,18.0,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.5,"{'latitude': 47.60223, 'longitude': -122.32889}",[],$,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98104']}",+13235190211,(323) 519-0211,2664.033451734304,foodstands
41,0jrbYvr1m6m260-pzUqUPQ,double-up-seattle-2,Double Up,,False,https://www.yelp.com/biz/double-up-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'trinidadian', 'title': 'Trinidadian'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",5.0,"{'latitude': 47.61099, 'longitude': -122.33589}",[],,"{'address1': None, 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98101']}",+19083989088,(908) 398-9088,1883.3883969473607,foodstands
42,8Na7XN1dOl4U0BwOFuxClw,ibajellas-ice-cream-cane-seattle-2,Ibajella's Ice Cream Cane,https://s3-media2.fl.yelpcdn.com/bphoto/p5XmMHbafNy9Mb-FouFmHA/o.jpg,False,https://www.yelp.com/biz/ibajellas-ice-cream-cane-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,2.0,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,"{'latitude': 47.61125, 'longitude': -122.33493}",[],,"{'address1': '', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98101']}",,,1883.3883969473607,foodstands
43,n7wWUjWbj1MUsclvezYQVQ,apizza-seattle-3,APizza,,False,https://www.yelp.com/biz/apizza-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,8.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,"{'latitude': 47.5912327, 'longitude': -122.3340651}",[],$,"{'address1': '1250 1st Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98134', 'country': 'US', 'state': 'WA', 'display_address': ['1250 1st Ave S', 'Seattle, WA 98134']}",,,3827.2765459713614,foodstands
44,-kxik99x2MD_dn7COjtm3w,pioneer-grill-hot-dog-stands-seattle,Pioneer Grill Hot Dog Stands,https://s3-media1.fl.yelpcdn.com/bphoto/eUYZJ0DzFOCFJpgg2OtKNA/o.jpg,False,https://www.yelp.com/biz/pioneer-grill-hot-dog-stands-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,5.0,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",3.5,"{'latitude': 47.5950904370973, 'longitude': -122.333163320996}",[],$,"{'address1': '820 Occidental Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98134', 'country': 'US', 'state': 'WA', 'display_address': ['820 Occidental Ave S', 'Seattle, WA 98134']}",+14254715781,(425) 471-5781,3291.1612999068507,foodstands
45,s5H6yP5jxh7TB1WW7qr_Hw,johnson-berry-farm-jam-stand-seattle,Johnson Berry Farm Jam Stand,https://s3-media3.fl.yelpcdn.com/bphoto/PeB_CXkAXFzoNLzYSu696w/o.jpg,False,https://www.yelp.com/biz/johnson-berry-farm-jam-stand-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,3.0,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",5.0,"{'latitude': 47.6093512820144, 'longitude': -122.341955381038}",[],,"{'address1': '1903 Pike Pl', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1903 Pike Pl', 'Seattle, WA 98101']}",,,1850.8105184192668,foodstands
46,Bfx3hutifmxIEUhL4rZE9w,taqueria-contreras-seattle-2,Taqueria Contreras,https://s3-media1.fl.yelpcdn.com/bphoto/vghjlqRzqQUgoSAbyOvsFg/o.jpg,False,https://www.yelp.com/biz/taqueria-contreras-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 47.558651, 'longitude': -122.2854614}",[],,"{'address1': 'S Edmunds St & Rainier Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98118', 'country': 'US', 'state': 'WA', 'display_address': ['S Edmunds St & Rainier Ave S', 'Seattle, WA 98118']}",,,8318.8235866009,foodstands
47,UsEJZjcxksVgw4IyQ01F2A,mi-luncherita-mexicana-seattle,Mi Luncherita Mexicana,https://s3-media1.fl.yelpcdn.com/bphoto/jdxE3Wba45bxuwjezz8aaw/o.jpg,False,https://www.yelp.com/biz/mi-luncherita-mexicana-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,8.0,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",2.0,"{'latitude': 47.579536520842, 'longitude': -122.329545021057}",[],$,"{'address1': 'Sodo District', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98134', 'country': 'US', 'state': 'WA', 'display_address': ['Sodo District', 'Seattle, WA 98134']}",,,5121.464363759378,foodstands
48,NHgcVkfWghgyU6Hjkl3y_A,la-creperie-by-ethan-stowell-seattle-3,La Creperie by Ethan Stowell,,False,https://www.yelp.com/biz/la-creperie-by-ethan-stowell-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",2.0,"{'latitude': 47.590759, 'longitude': -122.331961}",[],,"{'address1': '1250 1st Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98134', 'country': 'US', 'state': 'WA', 'display_address': ['1250 1st Ave S', 'Seattle, WA 98134']}",,,3827.2765459713614,foodstands
49,8IhFy86QhLt5hqNEvxfPNA,taco-stand-seattle,Taco Stand,,False,https://www.yelp.com/biz/taco-stand-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,5.0,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 47.55883, 'longitude': -122.28597}",[],$,"{'address1': '4825 Rainier Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98118', 'country': 'US', 'state': 'WA', 'display_address': ['4825 Rainier Ave S', 'Seattle, WA 98118']}",,,8287.650777480301,foodstands
50,Dl3fTvM54GSI0Uam_7mxQw,top-pot-doughnuts-seattle-7,Top Pot Doughnuts,https://s3-media3.fl.yelpcdn.com/bphoto/W-pZ_0soaUHi6rx6C6GRmw/o.jpg,False,https://www.yelp.com/biz/top-pot-doughnuts-seattle-7?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,3.0,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",1.5,"{'latitude': 47.595413, 'longitude': -122.331651}",[],,"{'address1': '800 Occidental Ave S', 'address2': '', 'address3': 'CenturyLink Field', 'city': 'Seattle', 'zip_code': '98134', 'country': 'US', 'state': 'WA', 'display_address': ['800 Occidental Ave S', 'CenturyLink Field', 'Seattle, WA 98134']}",,,3349.035710223255,foodstands
51,e_0LrPLYCzkGdDdddKuucg,mr-and-mrs-montana-organic-ice-cream-roll-kirkland,Mr & Mrs Montana Organic Ice Cream Roll,https://s3-media1.fl.yelpcdn.com/bphoto/fnnuUYI5yJWu_U1Sy6R-fA/o.jpg,False,https://www.yelp.com/biz/mr-and-mrs-montana-organic-ice-cream-roll-kirkland?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,2.0,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",3.0,"{'latitude': 47.7112312316895, 'longitude': -122.211082458496}",[],$,"{'address1': '', 'address2': '', 'address3': None, 'city': 'Kirkland', 'zip_code': '98034', 'country': 'US', 'state': 'WA', 'display_address': ['Kirkland, WA 98034']}",+12018986685,(201) 898-6685,14038.049565206193,foodstands
0,-ribFN-n72wNn4bpfzuvgw,voila-bistrot-seattle,Voila! Bistrot,https://s3-media3.fl.yelpcdn.com/bphoto/ir1s07XYTg0ZtUApIcIpjg/o.jpg,False,https://www.yelp.com/biz/voila-bistrot-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,215.0,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 47.62352, 'longitude': -122.29587}","['delivery', 'restaurant_reservation']",$$,"{'address1': '2805 E Madison St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98112', 'country': 'US', 'state': 'WA', 'display_address': ['2805 E Madison St', 'Seattle, WA 98112']}",+12063225460,(206) 322-5460,2979.0709186563963,french
1,BG4ZGXyO1srEI_Tly68ReQ,le-coin-seattle,Le Coin,https://s3-media1.fl.yelpcdn.com/bphoto/93qG9hOndgjtIkcq1GjJ9g/o.jpg,False,https://www.yelp.com/biz/le-coin-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,167.0,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'french', 'title': 'French'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 47.65784, 'longitude': -122.3503}",['delivery'],$$,"{'address1': '4201 Fremont Ave N', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98103', 'country': 'US', 'state': 'WA', 'display_address': ['4201 Fremont Ave N', 'Seattle, WA 98103']}",+12067087207,(206) 708-7207,3767.9026830686885,french
2,9GzjKeifGJ6KzWkaPftYHg,loulay-kitchen-and-bar-seattle,Loulay Kitchen & Bar,https://s3-media1.fl.yelpcdn.com/bphoto/iSUFY1HCpbfk1V1FWTrJXg/o.jpg,False,https://www.yelp.com/biz/loulay-kitchen-and-bar-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,646.0,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 47.61085, 'longitude': -122.33318}",['delivery'],$$$,"{'address1': '600 Union St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['600 Union St', 'Seattle, WA 98101']}",+12064024588,(206) 402-4588,1682.6353575528447,french
3,PPrY8RkFfffWLCSX4kNHXQ,le-caviste-seattle,Le Caviste,https://s3-media4.fl.yelpcdn.com/bphoto/dNtutbPJbNWZYRjv0eShbw/o.jpg,False,https://www.yelp.com/biz/le-caviste-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,242.0,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 47.6145686, 'longitude': -122.3366618}",[],$$,"{'address1': '1919 7th Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1919 7th Ave', 'Seattle, WA 98101']}",+12067282657,(206) 728-2657,1209.596520519835,french
4,Vuqc6s6gsYpGMVY34nTc_g,red-cow-seattle,Red Cow,https://s3-media3.fl.yelpcdn.com/bphoto/BiGKb-tIF0sa9LEaEmeSnA/o.jpg,False,https://www.yelp.com/biz/red-cow-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,269.0,"[{'alias': 'french', 'title': 'French'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 47.6135963, 'longitude': -122.2892844}",['delivery'],$$$,"{'address1': '1423 34th Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['1423 34th Ave', 'Seattle, WA 98122']}",+12064547932,(206) 454-7932,3705.698235056192,french
5,IFzC8hzQpKNfVuJh84p1sw,copine-seattle,Copine,https://s3-media4.fl.yelpcdn.com/bphoto/dXe3_brFzM4W8PwfMBGLqw/o.jpg,False,https://www.yelp.com/biz/copine-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,197.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 47.67579, 'longitude': -122.38729}",['delivery'],$$$,"{'address1': '6460 24th Ave NW', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98107', 'country': 'US', 'state': 'WA', 'display_address': ['6460 24th Ave NW', 'Seattle, WA 98107']}",+12062582467,(206) 258-2467,6802.525309729145,french
