,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,cuisine,latitude,longitude,address1,address2,address3,city,zip_code,state,country
7,RDTDknYIkC5Sk7moNC63xA,la-crespella-seattle,La Crespella,https://s3-media1.fl.yelpcdn.com/bphoto/MoN5nqoceUEJvAcvY8hTxA/o.jpg,False,https://www.yelp.com/biz/la-crespella-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,10.0,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'creperies', 'title': 'Creperies'}]",4.5,['delivery'],$,+12063888722,(206) 388-8722,5937.790187355748,creperies,47.667757,-122.383815,Ballard Ave Farmers Market,,,Seattle,98107,WA,US
8,C093QdgQoTYiHGv2YSi62w,hangar-cafe-seattle,Hangar Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/Kb5pz_Asf_3zPBazLfY_WA/o.jpg,False,https://www.yelp.com/biz/hangar-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,741.0,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'creperies', 'title': 'Creperies'}]",4.0,[],$$,+12067620204,(206) 762-0204,8867.763278672976,creperies,47.54672,-122.31641,6261 13th Ave S,,,Seattle,98108,WA,US
9,GDiBWRLaQtNweEAYKRepgg,naked-crepe-seattle,Naked Crepe,https://s3-media3.fl.yelpcdn.com/bphoto/P5iK1b7XirJEiaExAU1oyA/o.jpg,False,https://www.yelp.com/biz/naked-crepe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,8.0,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,[],,,,7970.256328275071,creperies,47.56256,-122.38655,4508 California Ave SW,,,Seattle,98116,WA,US
10,53AqQdnxWhM_r_xJloT-jQ,miro-tea-seattle,Miro Tea,https://s3-media2.fl.yelpcdn.com/bphoto/JksDrt9yVdhY9nlVB--A5Q/o.jpg,False,https://www.yelp.com/biz/miro-tea-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,388.0,"[{'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'creperies', 'title': 'Creperies'}]",4.0,['delivery'],$,+12067826832,(206) 782-6832,5974.044257991564,creperies,47.66751,-122.38493,5405 Ballard Ave NW,,,Seattle,98107,WA,US
11,1zUkOSccWwdO6W4t8iOlgQ,cafe-javasti-seattle-4,Cafe Javasti,https://s3-media2.fl.yelpcdn.com/bphoto/utt5msvDYeWQGQzsZSJT4Q/o.jpg,False,https://www.yelp.com/biz/cafe-javasti-seattle-4?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,139.0,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'creperies', 'title': 'Creperies'}]",4.0,['delivery'],$,+12062040255,(206) 204-0255,8063.0292524359265,creperies,47.6914253234863,-122.291023254395,8617 35th Ave NE,,,Seattle,98115,WA,US
13,K2rRUtzbe6A7YAA1I7G9tg,cafe-javasti-seattle-2,Cafe Javasti,https://s3-media1.fl.yelpcdn.com/bphoto/6OFvSURYY0TlxsoqRmUuqw/o.jpg,False,https://www.yelp.com/biz/cafe-javasti-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,123.0,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'creperies', 'title': 'Creperies'}]",4.0,['delivery'],$,+12069859903,(206) 985-9903,7254.909462739689,creperies,47.69011,-122.32277,8410 5th Ave NE,,,Seattle,98115,WA,US
14,NHgcVkfWghgyU6Hjkl3y_A,la-creperie-by-ethan-stowell-seattle-3,La Creperie by Ethan Stowell,,False,https://www.yelp.com/biz/la-creperie-by-ethan-stowell-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",2.0,[],,,,3827.2765459713614,creperies,47.590759,-122.331961,1250 1st Ave S,,,Seattle,98134,WA,US
2,OJlYzcWkdrHhDyzwJi3bIQ,mojito-seattle,Mojito,https://s3-media2.fl.yelpcdn.com/bphoto/Rcj-dQ0bcr5chnglusZGUg/o.jpg,False,https://www.yelp.com/biz/mojito-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,676.0,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'colombian', 'title': 'Colombian'}, {'alias': 'venezuelan', 'title': 'Venezuelan'}]",4.5,"['pickup', 'delivery']",$$,+12065253162,(206) 525-3162,6717.672676414582,cuban,47.68448,-122.31602,7545 Lake City Way NE,,,Seattle,98115,WA,US
4,ZHErhyY2p1xd7vcuTXvbwA,cafe-con-leche-seattle,Cafe Con Leche,https://s3-media2.fl.yelpcdn.com/bphoto/UBxTyQcV3eworV3DTnkiDA/o.jpg,False,https://www.yelp.com/biz/cafe-con-leche-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,185.0,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],$$,+12066827557,(206) 682-7557,5326.976612328237,cuban,47.5775172727011,-122.334491014481,2901 1st Ave S,,,Seattle,98134,WA,US
8,o2BJ-GAetKKTJ8yqz4YI_Q,snout-and-co-seattle-2,Snout & Co.,https://s3-media2.fl.yelpcdn.com/bphoto/Id5Ajzd2xeUWsrOS8AzjfA/o.jpg,False,https://www.yelp.com/biz/snout-and-co-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,112.0,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'catering', 'title': 'Caterers'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.0,[],$,+12068500941,(206) 850-0941,611.724521237427,cuban,47.6199865379172,-122.336797694907,,,,Seattle,98109,WA,US
1,6OalNOzm8Y0SjlK4WhM4lw,aviv-hummus-bar-seattle-2,Aviv Hummus Bar,https://s3-media4.fl.yelpcdn.com/bphoto/DX1kFt1QHdlUBKjREAT4pQ/o.jpg,False,https://www.yelp.com/biz/aviv-hummus-bar-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,222.0,"[{'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,['delivery'],$$,+12063237483,(206) 323-7483,1842.5720189538513,delis,47.61883,-122.3129,107 15th Ave E,,,Seattle,98112,WA,US
2,gUVnPAgrn0g0AHjbXh-THg,dingfelders-delicatessen-seattle-3,Dingfelder's Delicatessen,https://s3-media3.fl.yelpcdn.com/bphoto/c8BSBFlOkWQgMGLwsoBZzA/o.jpg,False,https://www.yelp.com/biz/dingfelders-delicatessen-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,154.0,"[{'alias': 'delis', 'title': 'Delis'}]",4.0,['delivery'],$$,+12064031365,(206) 403-1365,1912.404383036932,delis,47.615684,-122.3144754,1318 E Pine St,,,Seattle,98122,WA,US
3,wXF3L9URj4Qy_2RKtwNiKw,little-lago-seattle,Little Lago,https://s3-media4.fl.yelpcdn.com/bphoto/9ncxbdOUXTtZ7S52FjlXHA/o.jpg,False,https://www.yelp.com/biz/little-lago-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,65.0,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'grocery', 'title': 'Grocery'}]",4.5,"['pickup', 'delivery']",$$,+12069223324,(206) 922-3324,2789.419563016721,delis,47.64752,-122.3179,2919 Fuhrman Ave E,,,Seattle,98102,WA,US
4,V3AlnHE0Cn2dResnmFTfQQ,chuminh-tofu-and-vegan-deli-seattle,ChuMinh Tofu & Vegan Deli,https://s3-media1.fl.yelpcdn.com/bphoto/KVoxS2a0u7eizOGO86nNaA/o.jpg,False,https://www.yelp.com/biz/chuminh-tofu-and-vegan-deli-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,340.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"['pickup', 'delivery']",$,+12062285449,(206) 228-5449,3232.584416862985,delis,47.5989179,-122.3177822,1043 S Jackson St,,,Seattle,98104,WA,US
5,OPX6UOvrl6kHNB5bQRrbUA,market-house-meats-seattle,Market House Meats,https://s3-media2.fl.yelpcdn.com/bphoto/VPpmwzkMvisCtJDU-Ab6JQ/o.jpg,False,https://www.yelp.com/biz/market-house-meats-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,281.0,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"['pickup', 'delivery']",$$,+12066249248,(206) 624-9248,1013.5325869638924,delis,47.61682,-122.33092,1124 Howell St,,,Seattle,98101,WA,US
6,MRz8tmfcELr7bU1l0mLY9A,boathouse-deli-seattle,Boathouse Deli,https://s3-media4.fl.yelpcdn.com/bphoto/1hRcmiQAg5XC5KSQem8FbA/o.jpg,False,https://www.yelp.com/biz/boathouse-deli-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,20.0,"[{'alias': 'delis', 'title': 'Delis'}]",4.0,['delivery'],$,+12062835042,(206) 283-5042,1163.2493257690487,delis,47.635368347168,-122.339614868164,1818 Westlake Ave N,Ste 215,,Seattle,98109,WA,US
7,SOq4rH48-gsVYxkICLvTCQ,lyons-grocery-seattle,Lyon's Grocery,https://s3-media1.fl.yelpcdn.com/bphoto/jEnjgLiJWooOhx51AstAhw/o.jpg,False,https://www.yelp.com/biz/lyons-grocery-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,65.0,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,['delivery'],$$$,+12062841410,(206) 284-1410,1492.5125617912404,delis,47.63787,-122.34314,2100 Dexter Ave N,,,Seattle,98109,WA,US
8,ewBo1ayQ_YLDb8WnhLceCg,georges-sausage-and-delicatessen-seattle,George's Sausage & Delicatessen,https://s3-media2.fl.yelpcdn.com/bphoto/eE2WJsZmxNGYKmvN7PFAWA/o.jpg,False,https://www.yelp.com/biz/georges-sausage-and-delicatessen-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,213.0,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'polish', 'title': 'Polish'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,['delivery'],$,+12066221491,(206) 622-1491,1991.986478892901,delis,47.6084,-122.3269,907 Madison St,,,Seattle,98104,WA,US
10,Lwg4Mzmxl9a6yDwWnMpghQ,saigon-deli-seattle,Saigon Deli,https://s3-media3.fl.yelpcdn.com/bphoto/jD3IPnAmEO5d2osDA4dgcA/o.jpg,False,https://www.yelp.com/biz/saigon-deli-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,603.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],$,+12063223700,(206) 322-3700,3302.076271653492,delis,47.5990153,-122.31535,1237 S Jackson St,,,Seattle,98144,WA,US
11,ozU5Cd0-xuNXUxuZBYOlRw,hamlin-market-and-deli-seattle,Hamlin Market and Deli,https://s3-media4.fl.yelpcdn.com/bphoto/5-C8rbG6sSx32PHh2i3mAg/o.jpg,False,https://www.yelp.com/biz/hamlin-market-and-deli-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,52.0,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,[],$,+12063242888,(206) 324-2888,2326.0025087114473,delis,47.6450952,-122.3261019,2729 Eastlake Ave E,,,Seattle,98127,WA,US
12,ZKwZyivJV41j1v6SDjkfGQ,bavarian-meats-seattle,Bavarian Meats,https://s3-media2.fl.yelpcdn.com/bphoto/fXTnv0SOw08OiweORJ-JKQ/o.jpg,False,https://www.yelp.com/biz/bavarian-meats-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,261.0,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'german', 'title': 'German'}]",4.5,"['pickup', 'delivery']",$,+12064410942,(206) 441-0942,1776.846271743679,delis,47.61023,-122.34287,1920 Pike Pl,,,Seattle,98101,WA,US
13,OizAGLZAO4XSb9fJOLy-hA,borracchinis-bakery-seattle-3,Borracchini's Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/iF6kFzC6sts_OXjCRJyBag/o.jpg,False,https://www.yelp.com/biz/borracchinis-bakery-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,368.0,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]",3.5,[],$,+12063251550,(206) 325-1550,5377.829651675334,delis,47.582685,-122.301922,2307 Rainier Ave S,,,Seattle,98144,WA,US
15,mpLw3VMBUCbeczTdtOU4ug,vientiane-asian-grocery-seattle,Vientiane Asian Grocery,https://s3-media4.fl.yelpcdn.com/bphoto/i-v8wxUhR9fvLdhJxIvHxQ/o.jpg,False,https://www.yelp.com/biz/vientiane-asian-grocery-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,95.0,"[{'alias': 'laotian', 'title': 'Laotian'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'intlgrocery', 'title': 'International Grocery'}]",4.5,['delivery'],$$,+12067233160,(206) 723-3160,9524.068000912435,delis,47.54634,-122.28633,6059 Martin Luther King Jr Way S,,,Seattle,98118,WA,US
16,Psj6z_waphxuEUWGwd5SiA,michou-seattle,Michou,https://s3-media3.fl.yelpcdn.com/bphoto/TbAVffwaocAVwimeTwi7JQ/o.jpg,False,https://www.yelp.com/biz/michou-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,543.0,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,['delivery'],$,+12064484758,(206) 448-4758,1801.5552293763867,delis,47.6098867,-122.342348,1904 Pike Pl,,,Seattle,98101,WA,US
17,EK8gFCM9_kQCje9Sh-ZP3w,metropolitan-deli-cafe-fh-seattle-2,Metropolitan Deli Cafe FH,https://s3-media3.fl.yelpcdn.com/bphoto/lHe9ZgNzMi15TshnIBJaOA/o.jpg,False,https://www.yelp.com/biz/metropolitan-deli-cafe-fh-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,9.0,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"['pickup', 'delivery']",,+12062571656,(206) 257-1656,2370.392186320807,delis,47.6057868,-122.3232129,514 Terry Ave,,,Seattle,98104,WA,US
18,02LOa6FbDCuhLoIt4Epemw,delaurenti-food-and-wine-seattle-2,DeLaurenti Food & Wine,https://s3-media1.fl.yelpcdn.com/bphoto/Aq2uq_lvKMbvVmfEo6hq-g/o.jpg,False,https://www.yelp.com/biz/delaurenti-food-and-wine-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,336.0,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'grocery', 'title': 'Grocery'}]",4.5,"['pickup', 'delivery']",$$,+12066220141,(206) 622-0141,1897.480999103295,delis,47.608639,-122.340113,1435 1st Ave,,,Seattle,98101,WA,US
19,zE6s7vj-XyKLc_FeBPOA3Q,field-roast-grain-meat-co-seattle-2,Field Roast Grain Meat Co,https://s3-media2.fl.yelpcdn.com/bphoto/NvRiSLBsDR6SoxShCwjq9A/o.jpg,False,https://www.yelp.com/biz/field-roast-grain-meat-co-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,55.0,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,[],$$,+18003119497,(800) 311-9497,6317.533398027347,delis,47.5691,-122.32473,3901 7th Ave S,,,Seattle,98108,WA,US
20,OtV4Ie6mFgldJEHKHolHGA,georgias-greek-restaurant-and-deli-seattle,Georgia's Greek Restaurant & Deli,https://s3-media1.fl.yelpcdn.com/bphoto/eH6buXx-RdsVsaigmOCEZA/o.jpg,False,https://www.yelp.com/biz/georgias-greek-restaurant-and-deli-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,174.0,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,['delivery'],$$,+12067831228,(206) 783-1228,7492.2770568266515,delis,47.69048,-122.36175,323 NW 85th St,,,Seattle,98117,WA,US
21,ex72OIx3rEbnSfDGmOhAxA,fresh-deli-and-mart-seattle,Fresh Deli & Mart,https://s3-media4.fl.yelpcdn.com/bphoto/AGvj0VjHtGXeJX827TRFzQ/o.jpg,False,https://www.yelp.com/biz/fresh-deli-and-mart-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,3.0,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",4.5,[],,+12064204187,(206) 420-4187,725.1440543340611,delis,47.6199,-122.33069,209 Yale Ave N,,,Seattle,98109,WA,US
22,VELL6ApLjFZ0LvuHQoedJg,pike-grocery-seattle,Pike Grocery,https://s3-media2.fl.yelpcdn.com/bphoto/TfC-1kOcUXAkvzDu52R6DQ/o.jpg,False,https://www.yelp.com/biz/pike-grocery-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,33.0,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,[],$$,+12065881959,(206) 588-1959,1438.4909529791178,delis,47.61301,-122.32929,1023 Pike St,,,Seattle,98101,WA,US
23,TDsXXHZQzTXskcRmFpcj_w,maruta-shoten-seattle,Maruta Shoten,https://s3-media2.fl.yelpcdn.com/bphoto/-psYkmYdVayq1ncQs264Zg/o.jpg,False,https://www.yelp.com/biz/maruta-shoten-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,205.0,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'intlgrocery', 'title': 'International Grocery'}]",4.5,['delivery'],$,+12067675002,(206) 767-5002,8698.084918905139,delis,47.5478706359863,-122.318885803223,1024 S Bailey St,,,Seattle,98108,WA,US
24,xHYo1w43oNLRyUPRbkRSaQ,westlake-deli-and-grocery-seattle,Westlake Deli & Grocery,https://s3-media1.fl.yelpcdn.com/bphoto/uBWltck43qFfLl4Zsbf-Pg/o.jpg,False,https://www.yelp.com/biz/westlake-deli-and-grocery-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,16.0,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",3.5,['delivery'],$,+12062866610,(206) 286-6610,1511.9598893407904,delis,47.6387701,-122.3410106,2132 Westlake Ave N,,,Seattle,98109,WA,US
26,RPKigaA-6DAKFmOn7NHveQ,nyc-deli-market-seattle-2,NYC Deli Market,https://s3-media2.fl.yelpcdn.com/bphoto/MsPxndG3Sme2hP_f6AtgEA/o.jpg,False,https://www.yelp.com/biz/nyc-deli-market-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,185.0,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['pickup', 'delivery']",$,+12066827011,(206) 682-7011,1476.74749687679,delis,47.6123,-122.33358,1520 7th Ave,,,Seattle,98101,WA,US
27,Y8coDxPmzj5jgKxCb3N--A,banh-cuon-tan-dinh-deli-seattle,Banh Cuon Tan Dinh Deli,https://s3-media2.fl.yelpcdn.com/bphoto/iw7fsITUQFeTSFUieAPsDA/o.jpg,False,https://www.yelp.com/biz/banh-cuon-tan-dinh-deli-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,67.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]",4.0,['delivery'],$,+12067269990,(206) 726-9990,3155.2502486603425,delis,47.60013,-122.31642,1212 S Main St,Ste A,,Seattle,98144,WA,US
28,IYER9psCRl-lIMyNmUSS0w,eastlake-specialty-market-and-deli-seattle,Eastlake Specialty Market & Deli,https://s3-media3.fl.yelpcdn.com/bphoto/pCDATQgQX-jvSlE2IOhNWQ/o.jpg,False,https://www.yelp.com/biz/eastlake-specialty-market-and-deli-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,20.0,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"['pickup', 'delivery']",$,+12063246613,(206) 324-6613,1166.8520045207135,delis,47.63341,-122.32536,1540 Eastlake Ave E,,,Seattle,98102,WA,US
29,OVJ7bBftXBFTeS9Gsye86A,rub-with-love-shack-seattle,Rub with Love Shack,https://s3-media4.fl.yelpcdn.com/bphoto/wtC6nlIpZwIS23WkTeCQFg/o.jpg,False,https://www.yelp.com/biz/rub-with-love-shack-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,161.0,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],$$,+12064547925,(206) 454-7925,1754.0956882796102,delis,47.6106303836057,-122.343655521552,2010 Western Ave,,,Seattle,98121,WA,US
30,TjVFVa9RidDYgOGhkyqsCw,saigon-deli-seattle-2,Saigon Deli,https://s3-media1.fl.yelpcdn.com/bphoto/PnIWm0sVteNk3J1hT_-sSQ/o.jpg,False,https://www.yelp.com/biz/saigon-deli-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,216.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'delis', 'title': 'Delis'}]",4.0,['pickup'],$,+12066342866,(206) 634-2866,3981.3926186259496,delis,47.6581344604492,-122.314018249512,4142 Brooklyn Ave NE,,,Seattle,98105,WA,US
31,BwnilDcuWjnpcpiPitImpQ,hiroshis-catering-take-out-and-deli-seattle,"Hiroshi's Catering, Take-out & Deli",https://s3-media1.fl.yelpcdn.com/bphoto/tTLIpXleKdzjbV-lUwywKw/o.jpg,False,https://www.yelp.com/biz/hiroshis-catering-take-out-and-deli-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,30.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'delis', 'title': 'Delis'}]",4.0,['delivery'],$,+12063255855,(206) 325-5855,5262.239376893961,delis,47.5804884,-122.3134701,2521 15th Ave S,,,Seattle,98144,WA,US
